index,close,open,high,low,volume
1580515200,9382.0,9339.5,9464.0,9287.5,1606928169
1580601600,9325.0,9382.0,9483.5,9113.0,2558075884
1580688000,9282.0,9325.0,9619.0,9220.0,2901398321
1580774400,9166.0,9282.0,9348.0,9080.0,2851149240
1580860800,9630.0,9166.0,9779.0,9157.0,3835754054
1580947200,9763.0,9630.0,9869.0,9530.0,3831983024
1581033600,9815.0,9763.0,9890.0,9713.0,2479752042
1581120000,9908.0,9815.0,9957.5,9665.5,2628334844
1581206400,10172.5,9908.0,10185.5,9899.0,2935217599
1581292800,9862.5,10172.5,10199.0,9715.5,3654168022
1581379200,10286.0,9862.5,10400.0,9725.0,3819505406
1581465600,10363.0,10286.0,10500.0,10257.0,3195518429
1581552000,10241.0,10363.0,10550.0,10075.0,4590116972
1581638400,10369.5,10241.0,10393.0,10119.0,2321594602
1581724800,9907.0,10369.5,10402.5,9731.0,2793702129
1581811200,9934.0,9907.0,10049.0,9642.0,2631092637
1581897600,9715.0,9934.0,9970.0,9485.0,3536302919
1581984000,10195.5,9715.0,10300.0,9621.0,3722933606
1582070400,9596.5,10195.5,10331.0,9260.5,4113270117
1582156800,9607.5,9596.5,9688.0,9354.0,2896538588
1582243200,9694.0,9607.5,9788.0,9506.0,1943485619
1582329600,9675.5,9694.0,9718.5,9560.5,1047504190
1582416000,9966.0,9675.5,10045.0,9674.5,2129179142
1582502400,9660.5,9966.0,10036.0,9480.0,3127248830
1582588800,9317.0,9660.5,9697.5,9233.5,2825728347
1582675200,8780.0,9317.0,9368.0,8580.0,4672566740
1582761600,8820.0,8780.0,8969.0,8523.0,3233578879
1582848000,8717.5,8820.0,8902.5,8438.0,3535037527
1582934400,8531.5,8717.5,8806.5,8525.5,1624579497
1609459200,29402.5,28951.0,29717.0,28701.5,1838861284
1609545600,32185.0,29402.5,33430.0,29028.5,4616478195
1609632000,33062.5,32185.0,34896.0,31988.0,4233140121
1609718400,32044.5,33062.5,33670.0,27650.0,5115041875
1609804800,34107.5,32044.5,34600.0,29936.5,3831661018
1609891200,36883.0,34107.5,37074.5,33390.5,4337625799
1609977600,39487.0,36883.0,40567.0,36383.5,4867691089
1610064000,40600.0,39487.0,42084.0,36595.0,5295943183
1610150400,40291.5,40600.0,41495.0,38760.5,2903820217
1610236800,38225.0,40291.5,41527.5,34900.0,4268255145
1610323200,35390.0,38225.0,38293.0,30377.5,8176174490
